p_d2a45_cluster_prominence,p_Wavelet_rbior_Diagonal_rbio3.5_E0,p_Wavelet_rbior_Diagonal_rbio1.5_E0,p_Wavelet_rbior_Vertical_rbio1.5_E1,p_Wavelet_bior_Vertical_bior3.9_E1,p_Wavelet_bior_Diagonal_bior3.9_E0,p_Wavelet_fk_Horizontal_fk4_E0,p_Wavelet_rbior_Vertical_rbio3.5_E0,p_Wavelet_db_Vertical_11_E0,p_d5a0_dissimilartiy,p_d1a90_dissimilartiy,p_euler_yaw,p_quaternion_x,p_eccentricity,p_counts,p_compactness,p_abb_volume,p_convex_volume,p_convex_area,p_euler_roll,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49,node_50,node_51,node_52,node_53,node_54,node_55,node_56,node_57,node_58,node_59,node_60,node_61,node_62,node_63,node_64,node_65,node_66,node_67,node_68,node_69,node_70,node_71,node_72,node_73,node_74,node_75,node_76,node_77,node_78,node_79,node_80,node_81,node_82,node_83,node_84,node_85,node_86,node_87,node_88,node_89,node_90,node_91,node_92,node_93,node_94,node_95,node_96,node_97,node_98,node_99
0.060035,8.2447,9.5863,9.6826,12.578,14.814,9.4716,9.9004,12.068,0.18379,0.43834,-2.328733613,-0.001597541,0.994633863,1,698.6253306,12720,7406.25,3892.84903,-0.003399391,0.128900418,0.078518349,0.169373932,0.006887554,0.107666852,0.105395538,0.090211886,0.011102713,0.049047739,0.032680778,0.071318291,0.185003397,0.085370708,0.188241377,-0.032446267,0.099538307,-0.056015733,-0.169266009,0.071028621,0.240984204,0.138148704,0.098260248,-0.01047627,-0.071128805,0.035812266,0.119781278,-0.174711201,-0.022750818,0.04306865,0.069609776,0.000431787,0.061281778,0.051254923,0.030200252,-0.08654158,0.094009802,0.029939036,0.27476328,0.095032875,-0.231191909,0.031269064,-0.219306174,-0.045116437,0.117460865,-0.166980127,0.150321841,0.09472366,0.020881099,0.163172954,0.049865434,0.063345397,-0.029468217,0.131002155,0.038783302,0.128794265,-0.162740675,0.062870436,-0.100804774,0.138132176,-0.027892357,-0.22076298,0.246402329,0.109708302,-0.181558779,0.156444609,-0.166592476,0.109190108,-0.117386286,0.050328586,0.114602205,0.201174819,0.037834103,0.098602283,0.118416399,0.067816341,0.019426022,0.068208374,0.039152267,0.073131466,-0.067072625,0.063459422,0.119506785,-0.040019894,0.061761554,0.141581786,0.043423475,0.034005041,-0.06165896,0.037623145,0.062472943,-0.098791143,-0.04139379,-0.095574477,0.114479934,-0.156706089,0.07938648,0.122478601,0.018349914,0.094313951,0.043458745
